Index_Crimes,Date,Monster involved,Days of Investigation,Region,Crime Type,Crime Weapon,Time of Day,Evidence Found
2222,2023-01-30,Werewolf,30.0,forest,nightly disturbance,pistol,night,blood
724,2024-01-15,Skeleton,7.0,castle,arson,pistol,night,bones
1466,2022-08-09,WEREWOLF,14.0,village,nightly disturbance,brute force,night,bones
5945,2023-11-27,Skeleton,88.0,castle,nightly disturbance,N/A,night,cloak
150,2022-11-06,Ghost,86.0,village,nightly disturbance,N/A,night,cloak
957,2024-06-02,Werewolf,51.0,forest,assault,pistol,night,teeth
3289,2022-02-06,Zombie,15.0,mountain,kidnapping,N/A,dusk,potions
4246,2020-10-17,Werewolf,85.0,village,nightly disturbance,brute force,night,Fur
4159,2022-04-14,Zombie,50.0,mountain,murder,brute force,dusk,teeth
9861,2023-06-30,Vampire,23.0,village,theft,axe,night,cloak
6328,2020-02-06,Witch,84.0,village,arson,N/A,dusk,potions
1843,2022-05-05,Ghost,52.0,castle,vandalism,knife,dawn,potions
3803,2022-12-04,Vampire,14.0,castle,assault,pistol,dawn,blood
4896,2020-12-23,Ghost,77.0,village,theft,brute force,dusk,potions
6245,2020-12-26,Ghost,90.0,castle,vandalism,pistol,night,cloak
6412,2024-01-08,Ghost,97.0,village,vandalism,N/A,night,cloak
9604,2021-08-06,Zombie,79.0,forest,kidnapping,brute force,night,blood
169,2024-04-08,Skeleton,54.0,mountain,arson,knife,night,bones
5793,2023-12-25,Werewolf,9.0,mountain,nightly disturbance,N/A,night,fur
4399,2023-10-10,Witch,76.0,village,arson,knife,dawn,potions
8238,2021-09-13,Vampire,88.0,village,nightly disturbance,N/A,night,cloak
3359,2024-02-06,Skeleton,87.0,mountain,nightly disturbance,pistol,night,bones
891,2023-07-18,Witch,90.0,swamp,arson,knife,dawn,teeth
8242,2022-03-01,Skeleton,15.0,mountain,Nightly disturbance,pistol,night,cloak
1190,2022-04-23,Ghost,43.0,village,vandalism,knife,dusk,potions
4594,2023-05-08,Ghost,8.0,village,vandalism,N/A,dawn,potions
6291,2023-12-28,Witch,58.0,village,kidnapping,axe,day,potions
542,2020-01-23,Witch,16.0,swamp,assault,knife,night,bones
9418,2019-11-14,Vampire,58.0,castle,nightly disturbance,brute force,night,blood
9896,2023-04-03,Zombie,17.0,swamp,assault,brute force,Dawn,bones
2796,2024-03-14,Werewolf,49.0,swamp,assault,brute force,night,fur
4179,2021-03-12,Vampire,22.0,mountain,nightly disturbance,pistol,night,blood
8062,2021-01-24,Vampire,4.0,village,assault,knife,night,cloak
8189,2023-01-10,Werewolf,27.0,forest,kidnapping,N/A,dusk,teeth
3741,2023-05-28,Skeleton,92.0,castle,nightly disturbance,axe,night,Bones
5702,2023-08-16,Ghost,43.0,castle,nightly disturbance,knife,night,cloak
3769,2022-10-07,Vampire,66.0,castle,nightly disturbance,knife,night,cloak
415,2024-08-29,Werewolf,93.0,forest,assault,brute force,dusk,blood
6757,2020-09-23,Skeleton,83.0,castle,nightly disturbance,knife,night,bones
9901,2024-05-30,Werewolf,35.0,forest,nightly disturbance,brute force,night,teeth
4155,2022-07-15,Werewolf,56.0,forest,assault,pistol,night,teeth
3812,2024-07-26,Ghost,26.0,castle,arson,pistol,dusk,potions
5159,2022-12-27,Werewolf,75.0,village,assault,axe,night,teeth
5266,2020-10-07,Ghost,23.0,village,nightly disturbance,knife,night,potions
7652,2020-03-08,Zombie,17.0,forest,murder,brute force,dusk,blood
1692,2021-04-23,Zombie,7.0,mountain,assault,N/A,dusk,potions
286,2023-10-18,Zombie,42.0,swamp,murder,N/A,night,blood
3665,2021-11-27,Ghost,81.0,castle,theft,N/A,night,cloak
7805,2020-11-17,Witch,12.0,forest,arson,N/A,day,cloak
9831,2020-01-11,Werewolf,57.0,mountain,assault,axe,night,blood
4567,2020-05-26,Ghost,59.0,village,vandalism,axe,night,potions
9347,2021-11-03,Ghost,41.0,castle,nightly disturbance,N/A,night,cloak
381,2022-03-14,Werewolf,55.0,mountain,assault,pistol,day,teeth
8293,2022-11-25,Skeleton,94.0,mountain,arson,Brute force,day,bones
8173,2024-10-26,Skeleton,8.0,mountain,arson,axe,dusk,bones
4093,2023-02-27,Vampire,74.0,castle,nightly disturbance,pistol,night,blood
6679,2020-06-28,Witch,15.0,village,arson,knife,dusk,bones
8441,2020-04-27,Ghost,35.0,village,vandalism,brute force,night,potions
1780,2022-05-18,Zombie,90.0,village,vandalism,knife,dawn,bones
1764,2021-02-24,Skeleton,75.0,mountain,assault,N/A,day,bones
735,2022-06-29,Skeleton,26.0,mountain,vandalism,N/A,day,cloak
3003,2023-03-16,Zombie,35.0,swamp,vandalism,knife,night,potions
6115,2020-02-27,Vampire,58.0,castle,theft,pistol,night,blood
9806,2024-02-15,Ghost,1.0,village,nightly disturbance,N/A,night,potions
9525,2021-04-08,Ghost,42.0,village,vandalism,N/A,dusk,cloak
9157,2023-04-14,Ghost,42.0,castle,vandalism,N/A,night,cloak
7255,2022-10-01,Skeleton,2.0,mountain,arson,knife,day,cloak
6149,2023-07-02,Zombie,99.0,swamp,kidnapping,axe,night,potions
9308,2023-07-14,Ghost,20.0,castle,nightly disturbance,brute force,night,cloak
5291,2021-12-28,Zombie,19.0,swamp,assault,pistol,dusk,bones
203,2022-08-20,Skeleton,2.0,mountain,arson,N/A,day,bones
6384,2021-01-01,Witch,25.0,village,Kidnapping,knife,dusk,cloak
1219,2023-02-27,Vampire,63.0,castle,nightly disturbance,pistol,night,teeth
617,2022-01-25,Ghost,2.0,village,vandalism,N/A,dawn,cloak
5264,2021-10-09,Skeleton,50.0,mountain,assault,knife,night,bones
3305,2021-12-23,Zombie,95.0,forest,murder,pistol,dawn,potions
3195,2020-05-22,Zombie,98.0,forest,assault,axe,dusk,potions
1792,2020-07-13,Witch,36.0,swamp,arson,N/A,dawn,bones
6778,2021-06-16,Vampire,23.0,mountain,assault,knife,dawn,blood
1817,2021-03-26,Werewolf,33.0,forest,assault,N/A,night,teeth
444,2021-07-05,Witch,78.0,village,arson,N/A,night,cloak
8412,2020-02-15,Skeleton,86.0,mountain,assault,axe,dawn,bones
1863,2020-03-02,Skeleton,52.0,castle,assault,brute force,dusk,bones
5490,2022-01-20,Skeleton,31.0,swamp,nightly disturbance,knife,night,bones
1745,2022-03-06,Ghost,93.0,castle,vandalism,knife,night,cloak
8122,2023-08-11,Vampire,35.0,castle,assault,N/A,night,teeth
6831,2022-07-08,Skeleton,19.0,castle,assault,pistol,dusk,cloak
6908,2020-08-12,Zombie,86.0,forest,murder,axe,dawn,teeth
6748,2023-12-26,Vampire,27.0,castle,assault,brute force,night,cloak
9923,2023-01-21,Skeleton,40.0,mountain,vandalism,brute force,dusk,bones
3014,2022-06-26,Witch,28.0,swamp,arson,N/A,day,blood
976,2023-09-26,Werewolf,90.0,mountain,nightly disturbance,Axe,night,teeth
961,2019-12-21,Ghost,61.0,castle,vandalism,pistol,night,cloak
8722,2021-12-24,Vampire,69.0,castle,nightly disturbance,knife,night,Blood
2045,2022-03-16,Zombie,95.0,forest,vandalism,brute force,dusk,blood
952,2023-03-26,Skeleton,69.0,forest,arson,N/A,day,bones
1959,2021-07-30,Skeleton,8.0,castle,vandalism,pistol,Day,bones
3747,2019-12-01,Witch,67.0,forest,kidnapping,knife,dawn,bones
9937,2021-05-12,Ghost,50.0,castle,nightly disturbance,knife,night,cloak
5102,2022-12-31,Zombie,41.0,swamp,kidnapping,pistol,dusk,blood
3766,2020-10-31,Vampire,13.0,castle,murder,brute force,dusk,blood
3432,2020-11-01,Vampire,15.0,forest,nightly disturbance,knife,night,teeth
4605,2020-08-11,Werewolf,35.0,mountain,assault,axe,night,teeth
3233,2024-10-09,Vampire,48.0,castle,assault,knife,night,blood
6261,2023-03-11,Werewolf,73.0,swamp,assault,pistol,dusk,blood
6945,2023-10-10,Witch,72.0,mountain,arson,knife,dusk,cloak
9529,2020-10-21,Werewolf,3.0,village,assault,brute force,night,teeth
266,2022-01-24,Witch,36.0,VILLAGE,arson,knife,dawn,cloak
6996,2023-11-07,Zombie,48.0,forest,assault,pistol,night,bones
9941,2021-11-25,Zombie,42.0,mountain,vandalism,knife,night,bones
4224,2021-08-27,Vampire,11.0,village,assault,axe,night,blood
3507,2020-02-06,Witch,92.0,village,kidnapping,brute force,day,teeth
6483,2020-12-18,Witch,76.0,mountain,arson,knife,dawn,cloak
626,2020-10-29,Witch,45.0,village,Kidnapping,n/A,night,potions
8214,2023-11-19,Skeleton,91.0,mountain,nightly disturbance,pistol,night,cloak
9951,2023-05-16,Zombie,76.0,village,kidnapping,axe,dusk,blood
8878,2021-08-08,Werewolf,70.0,forest,Assault,pistol,night,fur
8006,2024-10-11,Witch,54.0,swamp,arson,brute force,dawn,potions
855,2024-01-20,Witch,69.0,Mountain,arson,Knife,night,cloak
7025,2022-09-13,vampire,5.0,village,assault,pistol,dusk,blood
4765,2024-02-25,Skeleton,70.0,castle,nightly disturbance,pistol,night,bones
7170,2021-11-09,Witch,18.0,village,theft,pistol,day,potions
6052,2023-06-10,Werewolf,42.0,forest,assault,brute force,night,fur
6355,2023-09-17,Ghost,14.0,village,VANDALISM,N/A,dusk,potions
2286,2023-02-04,Witch,32.0,village,arson,knife,dusk,cloak
4532,2023-10-01,Zombie,35.0,village,kidnapping,brute force,night,fur
5826,2023-01-30,Witch,34.0,swamp,arson,knife,dawn,potions
7168,2021-08-06,skeleton,39.0,castle,arson,brute force,night,bones
9476,2022-06-16,Ghost,99.0,village,theft,N/A,dusk,cloak
4957,2021-08-03,Skeleton,14.0,mountain,arson,pistol,dawn,bones
1827,2024-04-03,Skeleton,70.0,forest,arson,pistol,day,bones
2596,2020-02-04,Ghost,23.0,village,theft,brute force,dusk,potions
6173,2023-11-26,Ghost,89.0,village,arson,axe,dusk,cloak
1266,2021-05-09,Vampire,91.0,village,assault,brute force,night,blood
1203,2020-12-28,Witch,54.0,village,arson,N/A,night,cloak
2099,2024-08-28,Witch,25.0,village,arson,knife,day,potions
3952,2019-11-24,Ghost,14.0,castle,nightly disturbance,axe,night,cloak
8486,2023-12-02,Vampire,87.0,castle,assault,knife,night,blood
9176,2024-04-29,Ghost,59.0,castle,arson,pistol,dusk,potions
5171,2020-01-15,Ghost,16.0,village,nightly disturbance,knife,night,potions
4656,2024-10-23,Werewolf,50.0,forest,nightly disturbance,axe,night,Fur
501,2024-08-10,Skeleton,61.0,mountain,arson,axe,day,bones
9214,2020-10-13,Werewolf,48.0,mountain,nightly disturbance,N/A,night,fur
4398,2021-08-22,Zombie,84.0,village,kidnapping,axe,night,bones
4251,2023-04-10,Ghost,83.0,village,vandalism,N/A,night,cloak
4223,2021-11-17,Zombie,28.0,swamp,kidnapping,knife,dusk,teeth
4460,2023-12-08,Witch,60.0,mountain,kidnapping,knife,day,teeth
7162,2019-11-13,witch,37.0,village,kidnapping,axe,dusk,potions
8259,2022-10-07,Werewolf,85.0,forest,assault,N/A,night,fur
9384,2019-11-22,Werewolf,24.0,forest,assault,pistol,dusk,fur
7747,2022-03-29,Vampire,93.0,village,assault,axe,night,cloak
5205,2023-10-11,Zombie,66.0,swamp,kidnapping,axe,dusk,potions
4358,2020-01-04,Ghost,24.0,castle,vandalism,brute force,night,cloak
4020,2022-01-22,Zombie,18.0,mountain,assault,pistol,dawn,bones
8365,2020-08-27,Zombie,88.0,mountain,kidnapping,knife,night,blood
6887,2023-12-09,Werewolf,38.0,forest,nightly disturbance,knife,night,teeth
9874,2020-01-13,Skeleton,3.0,mountain,nightly disturbance,N/A,night,bones
2100,2023-12-27,Ghost,40.0,village,vandalism,pistol,dusk,cloak
9263,2023-08-01,Witch,37.0,village,arson,N/A,dawn,cloak
9406,2020-11-01,Skeleton,97.0,castle,arson,brute force,day,bones
4915,2020-04-20,Ghost,5.0,castle,vandalism,knife,night,potions
8937,2020-06-19,Ghost,35.0,village,vandalism,knife,night,cloak
2628,2021-06-22,Vampire,3.0,castle,assault,pistol,dusk,cloak
7277,2022-09-09,Ghost,39.0,mountain,theft,knife,night,potions
4075,2020-03-29,Zombie,54.0,swamp,kidnapping,N/A,night,potions
1498,2021-09-01,Vampire,45.0,castle,assault,pistol,night,blood
8683,2020-06-17,Zombie,79.0,swamp,murder,N/A,dawn,fur
354,2020-05-17,Witch,87.0,swamp,arson,brute force,night,potions
1970,2020-06-07,Werewolf,93.0,mountain,vandalism,brute force,night,potions
973,2023-05-06,Vampire,2.0,castle,assault,brute force,night,teeth
5957,2024-04-08,Ghost,14.0,castle,theft,pistol,dawn,potions
5152,2021-11-02,Vampire,83.0,mountain,assault,axe,night,teeth
5648,2021-04-11,Ghost,87.0,castle,vandalism,brute force,dawn,cloak
8359,2020-04-22,Zombie,25.0,mountain,murder,N/A,dusk,teeth
5568,2024-09-12,Ghost,88.0,castle,nightly disturbance,knife,night,potions
8323,2021-08-22,Skeleton,6.0,mountain,vandalism,axe,dusk,bones
7346,2022-07-16,vampire,87.0,village,assault,knife,dusk,cloak
3837,2020-01-05,Witch,87.0,village,kidnapping,pistol,day,blood
9975,2023-09-16,Skeleton,48.0,castle,arson,N/A,dusk,cloak
5479,2020-08-27,Witch,83.0,village,arson,N/A,day,teeth
2513,2023-07-21,Zombie,32.0,forest,assault,knife,night,bones
7240,2023-03-12,Zombie,15.0,village,kidnapping,brute force,night,bones
5444,2023-01-14,Ghost,11.0,castle,vandalism,N/A,night,potions
3910,2020-04-15,vampire,89.0,village,assault,N/A,night,blood
3894,2021-10-27,Skeleton,17.0,castle,arson,knife,day,cloak
7076,2021-02-11,Zombie,22.0,village,murder,N/A,dusk,teeth
1803,2024-05-21,Werewolf,36.0,swamp,nightly disturbance,axe,night,fur
3245,2024-09-28,Witch,3.0,village,arson,knife,dawn,fur
6883,2021-01-29,werewolf,31.0,mountain,vandalism,N/A,night,fur
2200,2020-02-22,Werewolf,39.0,forest,assault,axe,night,fur
4269,2020-08-07,Skeleton,43.0,swamp,arson,Pistol,day,bones
1746,2023-02-13,Skeleton,53.0,mountain,arson,knife,dawn,bones
1093,2022-03-19,Ghost,73.0,village,nightly disturbance,knife,night,potions
1930,2024-06-28,Werewolf,2.0,mountain,nightly disturbance,axe,night,bones
9908,2023-04-12,Werewolf,63.0,mountain,assault,N/A,dawn,blood
9798,2021-11-16,Werewolf,84.0,forest,kidnapping,axe,dusk,teeth
8156,2021-01-10,Skeleton,28.0,mountain,assault,knife,day,bones
9840,2024-04-09,Witch,56.0,forest,arson,knife,day,fur
8774,2021-01-16,Vampire,32.0,village,nightly disturbance,pistol,night,teeth
3135,2021-02-01,Skeleton,30.0,mountain,assault,knife,night,bones
7692,2024-09-16,Ghost,57.0,village,vandalism,N/A,dusk,potions
8388,2021-04-11,Vampire,6.0,castle,theft,knife,night,blood
7641,2021-02-21,Werewolf,50.0,swamp,nightly disturbance,N/A,night,bones
7631,2023-02-13,Werewolf,22.0,forest,kidnapping,N/A,dawn,fur
8528,2020-03-16,Skeleton,51.0,mountain,assault,knife,day,bones
1221,2021-06-17,Skeleton,58.0,mountain,arson,knife,day,cloak
993,2020-03-19,Zombie,82.0,village,assault,brute force,night,blood
4039,2020-12-12,Zombie,31.0,mountain,kidnapping,N/A,dawn,bones
3034,2022-09-07,Vampire,78.0,castle,assault,pistol,dawn,blood
8873,2023-10-16,Vampire,14.0,castle,assault,knife,night,teeth
8305,2022-07-10,Skeleton,31.0,mountain,arson,knife,dusk,bones
1413,2024-02-28,Witch,11.0,village,kidnapping,knife,day,potions
6484,2023-04-22,Werewolf,60.0,forest,assault,axe,dusk,blood
2540,2021-03-06,Witch,28.0,village,kidnapping,knife,day,cloak
5820,2020-06-27,Werewolf,38.0,forest,assault,knife,night,blood
2419,2024-02-08,Zombie,11.0,swamp,kidnapping,knife,dusk,potions
3084,2020-11-23,Werewolf,63.0,swamp,vandalism,knife,night,fur
766,2023-09-24,Zombie,57.0,mountain,kidnapping,pistol,dusk,teeth
2697,2023-06-21,Ghost,47.0,village,nightly disturbance,axe,night,cloak
3370,2023-10-10,Skeleton,15.0,mountain,VANDALISM,knife,day,bones
8786,2024-10-09,Zombie,63.0,swamp,kidnapping,brute force,day,teeth
5434,2020-03-02,Ghost,2.0,village,nightly disturbance,axe,night,cloak
9549,2020-04-19,Zombie,74.0,mountain,assault,knife,day,blood
7203,2024-03-02,Ghost,61.0,castle,arson,N/A,night,potions
9279,2020-10-24,Werewolf,63.0,forest,assault,pistol,night,fur
5804,2021-01-27,Ghost,74.0,castle,nightly disturbance,axe,night,cloak
9190,2020-08-19,Zombie,96.0,swamp,kidnapping,axe,dawn,teeth
2879,2020-03-27,Vampire,99.0,castle,assault,knife,night,cloak
1773,2020-03-02,Skeleton,24.0,castle,arson,knife,day,bones
8428,2024-10-12,Witch,19.0,village,arson,knife,day,potions
8308,2022-07-25,Werewolf,26.0,mountain,vandalism,axe,dusk,fur
8939,2021-09-11,Skeleton,6.0,CASTLE,arson,N/A,day,bones
9664,2023-04-20,Ghost,70.0,village,nightly disturbance,N/A,Night,cloak
2023,2021-09-27,Ghost,69.0,mountain,nightly disturbance,pistol,night,cloak
355,2020-02-10,Skeleton,89.0,mountain,vandalism,knife,day,bones
8655,2022-09-21,Zombie,41.0,swamp,murder,pistol,dawn,teeth
4524,2023-07-21,Vampire,57.0,castle,theft,brute force,night,blood
5963,2024-02-25,Zombie,49.0,swamp,assault,axe,day,potions
3085,2019-12-07,Witch,87.0,village,arson,knife,dusk,cloak
5973,2019-12-09,Witch,68.0,village,kidnapping,knife,night,cloak
5164,2024-05-15,Witch,39.0,village,arson,N/A,night,cloak
656,2023-08-03,Ghost,99.0,village,vandalism,pistol,dawn,potions
6121,2022-07-14,Skeleton,9.0,mountain,nightly disturbance,N/A,night,cloak
1003,2022-04-04,Witch,14.0,village,arson,knife,day,cloak
9794,2020-02-20,Vampire,61.0,mountain,assault,knife,night,Cloak
5215,2023-12-07,Vampire,33.0,castle,assault,knife,night,teeth
7628,2024-08-31,Werewolf,75.0,swamp,assault,axe,night,blood
3556,2021-10-04,Vampire,95.0,village,assault,knife,dawn,teeth
503,2022-08-30,Skeleton,47.0,mountain,nightly disturbance,axe,night,cloak
7452,2022-03-14,Ghost,1.0,castle,nightly disturbance,brute force,Night,cloak
1075,2022-07-31,Vampire,37.0,village,theft,brute force,night,cloak
9512,2022-07-18,Zombie,4.0,swamp,kidnapping,axe,night,bones
5692,2021-05-15,Vampire,40.0,castle,assault,axe,dusk,teeth
17,2020-01-03,Zombie,76.0,forest,kidnapping,brute force,dusk,potions
2795,2024-06-22,Werewolf,62.0,mountain,assault,N/A,night,blood
2834,2020-10-09,Witch,58.0,village,arson,brute force,dawn,potions
2998,2022-12-15,Zombie,17.0,swamp,kidnapping,N/A,dusk,
7173,2022-03-20,Witch,85.0,mountain,arson,knife,dusk,blood
7097,2024-09-30,Ghost,24.0,village,arson,N/A,dusk,potions
6987,2022-09-17,Zombie,66.0,swamp,kidnapping,N/A,night,blood
4057,2024-06-02,Werewolf,71.0,mountain,assault,pistol,night,fur
3733,2020-09-03,Werewolf,99.0,forest,vandalism,brute force,dusk,fur
1275,2022-04-01,Ghost,50.0,village,vandalism,pistol,dawn,potions
4227,2020-06-19,Witch,61.0,village,theft,N/A,dusk,potions
5625,2021-11-22,Werewolf,65.0,forest,assault,axe,day,fur
6096,2022-01-27,Werewolf,1.0,Mountain,assault,pistol,night,blood
1594,2021-12-19,Zombie,97.0,swamp,kidnapping,N/A,night,bones
7242,2020-04-27,Werewolf,93.0,mountain,vandalism,pistol,dusk,teeth
6060,2024-05-21,Witch,90.0,village,kidnapping,pistol,night,bones
6837,2022-07-23,Ghost,17.0,castle,vandalism,knife,dusk,potions
5707,2023-02-08,Ghost,78.0,village,vandalism,knife,night,potions
8149,2024-06-16,Vampire,87.0,mountain,theft,brute force,dusk,blood
3493,2024-02-14,Witch,89.0,village,kidnapping,axe,dusk,cloak
4061,2022-02-13,Ghost,61.0,village,vandalism,brute force,night,potions
1193,2023-02-16,Vampire,49.0,castle,murder,knife,night,blood
1163,2020-03-11,Skeleton,3.0,mountain,assault,brute force,dusk,bones
7003,2021-09-05,Witch,44.0,village,kidnapping,knife,dusk,fur
583,2021-04-28,Zombie,23.0,swamp,assault,axe,dawn,potions
2111,2023-10-22,Skeleton,60.0,mountain,assault,knife,dusk,bones
2075,2020-08-06,Skeleton,93.0,swamp,vandalism,N/A,dawn,bones
9256,2024-03-29,Werewolf,90.0,forest,assault,pistol,dusk,fur
4947,2020-08-03,Zombie,33.0,swamp,murder,N/A,day,blood
8289,2022-06-30,Zombie,84.0,forest,kidnapping,knife,dawn,bones
2784,2020-07-12,Zombie,33.0,swamp,vandalism,brute force,day,potions
96,2021-11-26,Skeleton,20.0,mountain,nightly disturbance,brute force,night,bones
8513,2020-12-17,Werewolf,13.0,forest,assault,brute force,dusk,bones
8830,2023-01-27,Ghost,28.0,village,vandalism,brute force,dusk,cloak
9463,2020-04-06,Werewolf,87.0,forest,assault,pistol,night,blood
4122,2022-12-15,Witch,36.0,village,kidnapping,brute force,day,cloak
7707,2024-09-29,Skeleton,45.0,mountain,arson,knife,day,bones
2632,2023-07-14,Ghost,96.0,castle,theft,N/A,dusk,potions
224,2021-08-23,Skeleton,5.0,castle,vandalism,knife,dawn,bones
9343,2019-10-31,Zombie,81.0,mountain,murder,knife,day,potions
3128,2023-04-01,Witch,9.0,swamp,arson,brute force,day,potions
4425,2024-06-21,Ghost,90.0,castle,nightly disturbance,N/A,night,cloak
1019,2022-11-05,Vampire,38.0,castle,theft,pistol,dawn,cloak
7297,2022-02-06,Werewolf,31.0,mountain,nightly disturbance,pistol,night,potions
4486,2023-01-01,Vampire,71.0,village,murder,brute force,dawn,cloak
7096,2020-01-17,Ghost,81.0,castle,vandalism,knife,night,potions
7036,2023-03-10,Werewolf,37.0,swamp,vandalism,pistol,dawn,fur
3032,2022-09-02,Skeleton,36.0,castle,nightly disturbance,knife,night,bones
838,2020-12-26,Skeleton,12.0,mountain,assault,pistol,dusk,bones
4118,2021-01-26,Vampire,62.0,forest,theft,N/A,dusk,teeth
9524,2024-08-20,Werewolf,45.0,forest,vandalism,axe,night,fur
4559,2020-07-26,Werewolf,94.0,mountain,assault,axe,night,blood
4359,2022-05-08,Zombie,50.0,forest,murder,brute force,night,blood
818,2021-09-16,Witch,21.0,swamp,arson,pistol,dawn,teeth
5256,2022-12-31,Skeleton,68.0,mountain,nightly disturbance,knife,night,bones
1284,2024-07-07,Witch,72.0,swamp,arson,N/A,day,cloak
5697,2022-05-27,Zombie,81.0,swamp,murder,pistol,night,potions
92,2023-05-23,Werewolf,56.0,forest,kidnapping,N/A,night,fur
704,2022-04-21,Ghost,51.0,village,arson,knife,night,cloak
9350,2021-05-29,Werewolf,16.0,forest,assault,axe,night,bones
1689,2024-04-05,Ghost,61.0,castle,nightly disturbance,axe,night,potions
2253,2022-10-07,Skeleton,67.0,mountain,arson,pistol,dusk,bones
706,2023-08-13,Witch,78.0,swamp,arson,N/A,dusk,cloak
9552,2024-06-07,Witch,70.0,swamp,arson,axe,night,cloak
8660,2021-06-17,Witch,32.0,swamp,arson,knife,dawn,BONES
7559,2021-09-14,Zombie,46.0,mountain,kidnapping,knife,dusk,blood
1879,2020-07-14,Zombie,67.0,mountain,kidnapping,pistol,dawn,blood
1996,2019-12-28,Werewolf,68.0,mountain,assault,brute force,night,fur
1239,2024-05-02,Witch,8.0,village,assault,knife,dusk,cloak
9586,2022-10-24,Witch,4.0,swamp,kidnapping,pistol,dusk,cloak
