Index_Crimes,Date,Monster involved,Days of Investigation,Region,Crime Type,Crime Weapon,Time of Day,Evidence Found,Index_Monster,Monster,Criminal record,Age,Gender,Height in cm,Speed Level,Strength Level,Allergy,Favorite Food
1295,2019-12-21,witch,54.0,swamp,arson,axe,dusk,fur,1295,witch,yes,311.0,f,165.0,12.0,4.0,hazelnut,pesto pasta
3144,2022-10-10,werewolf,75.0,mountain,nightly disturbance,knife,night,fur,3144,werewolf,no,108.0,m,189.0,61.0,6.0,silver,lasagna
9042,2023-08-07,ghost,1.0,castle,nightly disturbance,,night,potions,9042,ghost,yes,3149.0,m,177.0,32.0,2.0,pumpkin,pesto pasta
7684,2024-08-02,werewolf,87.0,forest,assault,knife,night,potions,7684,werewolf,yes,136.0,m,180.0,66.0,6.0,silver,rats
5185,2024-02-10,ghost,79.0,castle,theft,knife,dusk,cloak,5185,ghost,no,2403.0,m,153.0,54.0,7.0,garlic,pesto pasta
3048,2022-05-22,werewolf,19.0,swamp,nightly disturbance,,night,teeth,3048,werewolf,yes,194.0,m,196.0,42.0,8.0,cat hair,pesto pasta
2330,2023-06-08,skeleton,6.0,castle,assault,pistol,dawn,bones,2330,skeleton,yes,824.0,f,187.0,35.0,7.0,garlic,humans
2027,2019-11-11,vampire,89.0,castle,murder,,dusk,cloak,2027,vampire,yes,243.0,m,188.0,28.0,6.0,garlic,brain
4626,2023-06-04,witch,88.0,mountain,arson,brute force,dusk,potions,4626,witch,no,259.0,m,174.0,20.0,5.0,hazelnut,lasagna
8793,2021-08-23,werewolf,37.0,forest,kidnapping,knife,dusk,blood,8793,werewolf,no,46.0,f,159.0,75.0,6.0,hazelnut,humans
1015,2023-05-23,skeleton,68.0,mountain,nightly disturbance,knife,night,bones,1015,skeleton,yes,906.0,m,169.0,18.0,3.0,garlic,brain
5188,2024-07-28,zombie,56.0,swamp,murder,knife,night,blood,5188,zombie,yes,81.0,m,160.0,6.0,5.0,sunlight,humans
4361,2021-06-19,witch,9.0,village,kidnapping,knife,night,cloak,4361,witch,yes,324.0,m,161.0,21.0,4.0,hazelnut,rats
6624,2022-08-29,werewolf,15.0,forest,assault,,night,teeth,6624,werewolf,yes,139.0,f,187.0,69.0,6.0,sunlight,lasagna
4432,2024-05-22,ghost,79.0,castle,vandalism,pistol,night,cloak,4432,ghost,no,2157.0,m,165.0,88.0,8.0,cat hair,pesto pasta
2157,2023-02-17,werewolf,41.0,forest,nightly disturbance,pistol,night,fur,2157,werewolf,yes,143.0,f,169.0,86.0,4.0,hazelnut,humans
4308,2022-09-10,ghost,62.0,castle,vandalism,pistol,dawn,cloak,4308,ghost,no,3263.0,m,151.0,10.0,9.0,pumpkin,pesto pasta
2080,2020-06-13,zombie,69.0,swamp,kidnapping,knife,night,blood,2080,zombie,yes,55.0,m,199.0,15.0,1.0,sunlight,pesto pasta
5442,2023-05-29,skeleton,70.0,mountain,arson,brute force,day,cloak,5442,skeleton,yes,1677.0,m,159.0,1.0,3.0,hazelnut,rats
234,2024-10-02,witch,59.0,village,arson,brute force,day,potions,234,witch,no,187.0,f,183.0,11.0,3.0,hazelnut,rats
2921,2023-03-25,skeleton,61.0,mountain,arson,,day,bones,2921,skeleton,yes,2005.0,f,154.0,42.0,10.0,hazelnut,brain
4518,2022-01-21,vampire,26.0,castle,assault,knife,night,cloak,4518,vampire,no,522.0,f,160.0,47.0,6.0,garlic,lasagna
6125,2024-08-09,zombie,50.0,mountain,vandalism,pistol,dusk,fur,6125,zombie,no,54.0,m,197.0,13.0,10.0,pumpkin,humans
8001,2024-02-24,vampire,65.0,castle,assault,axe,dusk,blood,8001,vampire,yes,567.0,f,163.0,47.0,3.0,sunlight,brain
7725,2022-01-20,werewolf,80.0,forest,assault,brute force,dawn,fur,7725,werewolf,no,38.0,f,198.0,48.0,6.0,hazelnut,rats
8467,2023-12-23,zombie,13.0,swamp,kidnapping,pistol,dusk,teeth,8467,zombie,no,74.0,f,181.0,5.0,8.0,silver,rats
213,2023-05-02,ghost,11.0,village,arson,axe,dusk,cloak,213,ghost,no,1638.0,m,167.0,11.0,9.0,pumpkin,humans
2789,2022-08-06,werewolf,25.0,forest,kidnapping,,dusk,teeth,2789,werewolf,yes,163.0,m,189.0,68.0,7.0,silver,humans
8558,2021-04-09,vampire,38.0,forest,nightly disturbance,brute force,night,cloak,8558,vampire,no,1.0,m,191.0,47.0,5.0,silver,humans
2980,2020-02-10,vampire,20.0,forest,nightly disturbance,axe,night,cloak,2980,vampire,no,600.0,f,190.0,39.0,7.0,garlic,pesto pasta
7187,2022-03-09,vampire,5.0,village,assault,axe,night,blood,7187,vampire,no,895.0,m,178.0,48.0,6.0,garlic,humans
6396,2022-04-03,werewolf,90.0,village,assault,knife,night,teeth,6396,werewolf,yes,78.0,m,150.0,96.0,7.0,silver,lasagna
1747,2020-01-30,skeleton,32.0,castle,arson,,day,cloak,1747,skeleton,yes,1932.0,f,196.0,25.0,2.0,pumpkin,brain
4218,2024-04-24,witch,96.0,village,arson,brute force,dusk,potions,4218,witch,no,412.0,m,165.0,24.0,3.0,hazelnut,humans
342,2020-11-25,skeleton,25.0,forest,arson,axe,dusk,cloak,342,skeleton,yes,1318.0,m,167.0,1.0,6.0,silver,humans
5031,2020-08-28,werewolf,16.0,village,vandalism,pistol,dusk,teeth,5031,werewolf,no,104.0,m,151.0,100.0,6.0,garlic,humans
6948,2023-06-30,vampire,4.0,forest,assault,knife,night,blood,6948,vampire,no,1159.0,f,151.0,45.0,2.0,silver,brain
7319,2023-03-30,skeleton,83.0,mountain,vandalism,,dusk,bones,7319,skeleton,no,942.0,f,194.0,29.0,2.0,cat hair,pesto pasta
8539,2021-07-15,zombie,97.0,mountain,murder,pistol,dawn,potions,8539,zombie,yes,142.0,m,172.0,21.0,6.0,garlic,lasagna
1240,2021-05-31,witch,18.0,village,arson,axe,day,potions,1240,witch,yes,303.0,m,180.0,9.0,4.0,hazelnut,pesto pasta
7683,2022-02-04,witch,12.0,swamp,kidnapping,knife,dusk,potions,7683,witch,yes,554.0,m,177.0,11.0,1.0,hazelnut,rats
6897,2023-08-21,witch,78.0,village,arson,brute force,dusk,cloak,6897,witch,no,518.0,m,173.0,18.0,9.0,pumpkin,humans
3577,2021-01-24,witch,8.0,village,arson,knife,night,potions,3577,witch,no,518.0,m,151.0,17.0,1.0,hazelnut,pesto pasta
5928,2024-02-04,werewolf,81.0,swamp,assault,brute force,night,teeth,5928,werewolf,no,134.0,f,152.0,73.0,7.0,hazelnut,humans
2136,2023-10-22,skeleton,60.0,mountain,assault,knife,dusk,bones,2136,skeleton,yes,275.0,f,162.0,49.0,3.0,silver,brain
2721,2023-01-17,vampire,94.0,castle,assault,knife,dusk,cloak,2721,vampire,yes,671.0,m,188.0,53.0,6.0,garlic,rats
7224,2019-11-10,zombie,31.0,mountain,kidnapping,pistol,night,potions,7224,zombie,no,19.0,f,162.0,9.0,5.0,sunlight,brain
3746,2020-08-11,ghost,2.0,village,vandalism,axe,dusk,cloak,3746,ghost,no,2346.0,m,174.0,48.0,10.0,pumpkin,pesto pasta
1027,2023-04-13,witch,35.0,village,arson,,day,blood,1027,witch,yes,507.0,f,154.0,15.0,4.0,hazelnut,pesto pasta
8598,2023-08-30,vampire,55.0,castle,assault,axe,night,cloak,8598,vampire,yes,241.0,m,181.0,38.0,6.0,garlic,rats
2838,2024-06-27,ghost,63.0,village,vandalism,,night,potions,2838,ghost,no,2549.0,f,183.0,51.0,1.0,garlic,brain
5063,2021-01-27,skeleton,56.0,mountain,nightly disturbance,axe,night,cloak,5063,skeleton,yes,1246.0,f,198.0,31.0,4.0,silver,lasagna
1950,2020-03-15,werewolf,13.0,forest,vandalism,,night,fur,1950,werewolf,yes,42.0,f,157.0,83.0,7.0,hazelnut,lasagna
355,2024-05-10,ghost,98.0,village,nightly disturbance,knife,night,cloak,355,ghost,no,1443.0,m,189.0,56.0,1.0,garlic,brain
5223,2020-02-22,ghost,76.0,castle,arson,axe,dawn,cloak,5223,ghost,no,887.0,f,171.0,1.0,3.0,sunlight,brain
4234,2020-11-10,werewolf,31.0,forest,assault,axe,night,teeth,4234,werewolf,no,138.0,f,155.0,61.0,6.0,silver,brain
1956,2020-05-14,werewolf,51.0,swamp,nightly disturbance,,night,blood,1956,werewolf,no,95.0,f,169.0,67.0,7.0,cat hair,humans
6971,2024-07-31,witch,12.0,village,arson,knife,dawn,potions,6971,witch,no,277.0,m,153.0,13.0,2.0,hazelnut,pesto pasta
4870,2023-11-13,zombie,74.0,forest,assault,axe,night,bones,4870,zombie,yes,1.0,m,189.0,8.0,9.0,sunlight,humans
572,2024-09-03,vampire,66.0,castle,assault,knife,dawn,blood,572,vampire,no,539.0,f,185.0,49.0,2.0,garlic,rats
1598,2022-03-16,vampire,70.0,castle,nightly disturbance,brute force,night,teeth,1598,vampire,no,1.0,f,158.0,28.0,4.0,silver,pesto pasta
4741,2020-04-15,witch,7.0,swamp,arson,pistol,night,fur,4741,witch,no,355.0,f,155.0,16.0,4.0,garlic,rats
2201,2022-06-06,zombie,97.0,swamp,assault,,dawn,potions,2201,zombie,no,27.0,m,162.0,16.0,4.0,sunlight,lasagna
7099,2023-01-14,vampire,59.0,castle,nightly disturbance,knife,night,teeth,7099,vampire,no,566.0,m,166.0,43.0,7.0,sunlight,brain
4927,2021-10-08,witch,80.0,village,arson,knife,dusk,cloak,4927,witch,yes,518.0,m,199.0,22.0,3.0,garlic,brain
2255,2024-05-14,vampire,54.0,castle,assault,pistol,night,cloak,2255,vampire,yes,517.0,m,198.0,61.0,7.0,sunlight,rats
1127,2021-01-15,zombie,31.0,swamp,murder,brute force,dawn,fur,1127,zombie,no,151.0,m,197.0,14.0,6.0,garlic,pesto pasta
3160,2023-09-18,witch,15.0,swamp,arson,knife,dusk,potions,3160,witch,no,554.0,f,188.0,24.0,4.0,hazelnut,pesto pasta
3581,2020-03-02,vampire,61.0,castle,nightly disturbance,brute force,night,blood,3581,vampire,yes,666.0,f,178.0,26.0,8.0,sunlight,lasagna
5097,2024-06-07,werewolf,75.0,mountain,vandalism,axe,night,fur,5097,werewolf,no,50.0,f,185.0,34.0,6.0,sunlight,brain
7549,2020-05-23,skeleton,39.0,mountain,assault,,dusk,bones,7549,skeleton,no,882.0,m,196.0,42.0,2.0,silver,humans
830,2020-04-12,skeleton,18.0,castle,arson,pistol,day,bones,830,skeleton,no,982.0,f,166.0,18.0,5.0,silver,lasagna
6598,2020-01-19,skeleton,67.0,mountain,assault,knife,night,bones,6598,skeleton,no,279.0,m,177.0,29.0,2.0,silver,lasagna
2300,2020-05-10,witch,76.0,swamp,arson,brute force,day,potions,2300,witch,no,557.0,f,157.0,15.0,4.0,hazelnut,lasagna
5603,2024-10-24,skeleton,49.0,mountain,assault,,day,bones,5603,skeleton,yes,498.0,f,163.0,16.0,3.0,garlic,pesto pasta
82,2021-02-07,zombie,71.0,village,assault,,day,potions,82,zombie,no,165.0,f,164.0,17.0,1.0,pumpkin,lasagna
1338,2021-06-11,zombie,34.0,swamp,assault,knife,dusk,blood,1338,zombie,no,1.0,f,193.0,24.0,2.0,garlic,rats
9499,2023-04-28,vampire,12.0,castle,assault,brute force,dawn,blood,9499,vampire,no,279.0,f,186.0,27.0,6.0,sunlight,humans
1630,2024-01-03,witch,14.0,village,kidnapping,pistol,dusk,cloak,1630,witch,yes,468.0,f,163.0,14.0,7.0,hazelnut,rats
840,2022-02-25,ghost,13.0,village,vandalism,pistol,night,cloak,840,ghost,no,2397.0,m,179.0,62.0,4.0,hazelnut,brain
3922,2023-03-02,werewolf,50.0,mountain,assault,pistol,night,blood,3922,werewolf,yes,1.0,m,173.0,91.0,5.0,hazelnut,lasagna
8729,2022-05-11,zombie,83.0,mountain,vandalism,,dawn,teeth,8729,zombie,yes,141.0,f,157.0,16.0,5.0,garlic,rats
4510,2023-05-22,werewolf,39.0,mountain,nightly disturbance,knife,night,bones,4510,werewolf,yes,161.0,m,190.0,75.0,6.0,sunlight,humans
5393,2023-10-11,skeleton,47.0,mountain,assault,pistol,day,bones,5393,skeleton,yes,459.0,f,179.0,8.0,4.0,silver,pesto pasta
8145,2019-11-25,werewolf,37.0,forest,assault,,night,bones,8145,werewolf,no,90.0,m,171.0,56.0,7.0,silver,pesto pasta
1666,2020-05-01,werewolf,58.0,forest,vandalism,pistol,dawn,teeth,1666,werewolf,yes,94.0,f,165.0,65.0,6.0,silver,pesto pasta
4106,2023-05-19,vampire,83.0,village,assault,axe,night,blood,4106,vampire,no,312.0,f,167.0,44.0,6.0,sunlight,rats
9762,2020-05-05,skeleton,2.0,castle,assault,pistol,dawn,bones,9762,skeleton,no,581.0,f,188.0,40.0,3.0,silver,rats
3070,2022-12-25,werewolf,24.0,swamp,vandalism,knife,night,fur,3070,werewolf,yes,70.0,m,153.0,77.0,8.0,silver,brain
3355,2021-02-24,skeleton,13.0,forest,nightly disturbance,,night,bones,3355,skeleton,yes,507.0,m,157.0,1.0,9.0,silver,brain
7214,2021-02-17,vampire,63.0,castle,assault,brute force,dusk,blood,7214,vampire,yes,226.0,f,161.0,30.0,6.0,silver,lasagna
6959,2021-06-16,ghost,8.0,village,vandalism,,dusk,cloak,6959,ghost,yes,948.0,f,193.0,51.0,3.0,garlic,humans
5142,2019-12-08,ghost,32.0,village,vandalism,knife,night,cloak,5142,ghost,no,862.0,m,174.0,69.0,2.0,pumpkin,lasagna
3759,2020-03-30,zombie,82.0,village,murder,brute force,night,fur,3759,zombie,yes,77.0,f,193.0,14.0,9.0,sunlight,lasagna
2451,2022-09-15,werewolf,79.0,forest,assault,knife,dusk,bones,2451,werewolf,no,76.0,f,157.0,41.0,3.0,cat hair,rats
757,2022-08-07,ghost,77.0,castle,arson,axe,dawn,cloak,757,ghost,no,1.0,f,188.0,32.0,5.0,cat hair,lasagna
5325,2023-10-20,zombie,45.0,forest,murder,knife,dawn,teeth,5325,zombie,no,1.0,f,173.0,17.0,5.0,garlic,lasagna
2401,2024-01-10,ghost,52.0,castle,vandalism,,dawn,cloak,2401,ghost,yes,1269.0,m,194.0,70.0,10.0,sunlight,brain
4740,2022-01-30,ghost,91.0,castle,theft,axe,night,potions,4740,ghost,yes,1932.0,m,184.0,37.0,8.0,sunlight,rats
9977,2019-12-08,werewolf,2.0,mountain,assault,pistol,night,blood,9977,werewolf,yes,130.0,f,195.0,94.0,8.0,cat hair,rats
8456,2019-11-27,skeleton,94.0,forest,vandalism,axe,day,bones,8456,skeleton,yes,1689.0,f,162.0,32.0,4.0,silver,rats
7390,2022-05-18,skeleton,27.0,castle,assault,axe,day,bones,7390,skeleton,no,1.0,m,160.0,8.0,5.0,silver,lasagna
4413,2024-03-05,zombie,28.0,swamp,kidnapping,knife,dusk,potions,4413,zombie,no,89.0,m,191.0,15.0,7.0,silver,pesto pasta
6854,2023-01-31,vampire,67.0,castle,assault,knife,night,blood,6854,vampire,no,638.0,m,185.0,37.0,9.0,silver,humans
7474,2020-12-11,ghost,34.0,castle,vandalism,,dusk,cloak,7474,ghost,yes,134.0,f,169.0,23.0,1.0,garlic,pesto pasta
1151,2020-02-18,zombie,80.0,swamp,kidnapping,pistol,night,blood,1151,zombie,yes,73.0,f,176.0,11.0,4.0,sunlight,rats
7706,2023-02-13,werewolf,22.0,forest,kidnapping,,dawn,fur,7706,werewolf,no,157.0,m,181.0,95.0,7.0,cat hair,pesto pasta
2258,2020-11-18,witch,2.0,mountain,arson,brute force,night,fur,2258,witch,no,453.0,f,182.0,31.0,3.0,hazelnut,lasagna
2190,2020-10-19,witch,93.0,swamp,kidnapping,pistol,dawn,potions,2190,witch,yes,495.0,m,166.0,23.0,3.0,hazelnut,pesto pasta
5269,2024-04-07,witch,20.0,village,assault,brute force,dusk,potions,5269,witch,yes,370.0,m,171.0,11.0,5.0,hazelnut,rats
9539,2023-12-05,ghost,26.0,castle,nightly disturbance,,night,cloak,9539,ghost,yes,1437.0,f,181.0,49.0,10.0,garlic,humans
9329,2023-02-20,skeleton,37.0,mountain,nightly disturbance,knife,night,bones,9329,skeleton,no,334.0,m,166.0,34.0,1.0,garlic,humans
4607,2020-03-23,ghost,5.0,village,nightly disturbance,knife,night,cloak,4607,ghost,no,1884.0,m,162.0,31.0,8.0,pumpkin,brain
1586,2024-05-03,witch,24.0,village,kidnapping,,dawn,potions,1586,witch,yes,498.0,m,163.0,25.0,1.0,pumpkin,lasagna
175,2023-03-04,witch,4.0,forest,kidnapping,,dawn,bones,175,witch,yes,179.0,m,176.0,16.0,1.0,hazelnut,rats
7234,2021-12-06,ghost,91.0,castle,nightly disturbance,pistol,night,potions,7234,ghost,no,364.0,m,179.0,8.0,10.0,cat hair,pesto pasta
2111,2021-12-16,vampire,84.0,castle,assault,pistol,dusk,cloak,2111,vampire,yes,504.0,m,153.0,44.0,7.0,garlic,brain
4714,2022-11-21,witch,22.0,swamp,arson,,day,cloak,4714,witch,no,646.0,m,184.0,25.0,8.0,garlic,brain
4611,2023-12-04,zombie,88.0,swamp,kidnapping,knife,night,teeth,4611,zombie,yes,74.0,f,180.0,17.0,8.0,sunlight,brain
7160,2020-08-31,vampire,90.0,castle,nightly disturbance,brute force,night,blood,7160,vampire,no,588.0,f,192.0,42.0,4.0,garlic,rats
6635,2023-07-19,witch,17.0,village,arson,knife,night,bones,6635,witch,yes,192.0,m,154.0,19.0,1.0,pumpkin,brain
4830,2022-08-18,werewolf,98.0,swamp,assault,brute force,night,teeth,4830,werewolf,yes,63.0,f,180.0,28.0,6.0,hazelnut,humans
2714,2023-08-20,vampire,21.0,forest,nightly disturbance,,night,blood,2714,vampire,yes,698.0,f,178.0,46.0,6.0,silver,pesto pasta
1852,2019-12-01,skeleton,13.0,mountain,arson,knife,night,bones,1852,skeleton,yes,401.0,m,162.0,30.0,7.0,silver,lasagna
8633,2022-04-24,vampire,3.0,castle,assault,,night,cloak,8633,vampire,yes,433.0,f,186.0,42.0,8.0,silver,rats
5114,2020-01-08,zombie,58.0,village,kidnapping,knife,dawn,blood,5114,zombie,no,98.0,f,159.0,18.0,1.0,pumpkin,humans
9221,2021-07-28,skeleton,29.0,castle,nightly disturbance,knife,night,bones,9221,skeleton,no,1091.0,m,177.0,8.0,6.0,garlic,humans
9448,2023-10-07,vampire,67.0,castle,assault,brute force,dusk,blood,9448,vampire,yes,836.0,f,186.0,43.0,6.0,sunlight,rats
4457,2022-02-18,zombie,79.0,mountain,assault,brute force,night,fur,4457,zombie,no,1.0,f,153.0,16.0,4.0,sunlight,pesto pasta
7278,2020-08-07,skeleton,74.0,castle,vandalism,knife,day,bones,7278,skeleton,no,614.0,m,175.0,35.0,8.0,silver,humans
9988,2020-02-09,witch,30.0,swamp,arson,axe,day,cloak,9988,witch,yes,380.0,m,176.0,20.0,4.0,hazelnut,pesto pasta
843,2022-11-14,werewolf,9.0,village,vandalism,,night,potions,843,werewolf,no,73.0,f,158.0,82.0,1.0,silver,rats
6891,2023-06-03,zombie,72.0,mountain,kidnapping,knife,dusk,blood,6891,zombie,no,77.0,f,162.0,7.0,5.0,cat hair,lasagna
3820,2020-04-08,werewolf,65.0,forest,assault,knife,dusk,blood,3820,werewolf,yes,96.0,f,155.0,82.0,7.0,silver,rats
9103,2024-08-20,zombie,29.0,mountain,kidnapping,knife,dusk,potions,9103,zombie,yes,80.0,f,157.0,9.0,1.0,pumpkin,humans
7572,2021-11-15,skeleton,19.0,mountain,assault,pistol,day,bones,7572,skeleton,yes,663.0,m,150.0,6.0,5.0,silver,humans
3459,2023-10-03,werewolf,90.0,mountain,assault,knife,dawn,teeth,3459,werewolf,yes,126.0,m,164.0,67.0,6.0,silver,lasagna
66,2021-12-13,skeleton,61.0,castle,arson,knife,day,bones,66,skeleton,yes,605.0,m,171.0,30.0,1.0,garlic,humans
2995,2020-07-30,werewolf,75.0,forest,assault,axe,dusk,teeth,2995,werewolf,no,114.0,f,190.0,67.0,5.0,sunlight,lasagna
5729,2022-02-14,ghost,75.0,village,theft,knife,night,potions,5729,ghost,no,848.0,m,168.0,53.0,3.0,garlic,lasagna
9052,2022-05-30,ghost,95.0,castle,nightly disturbance,brute force,night,cloak,9052,ghost,yes,1806.0,f,182.0,49.0,5.0,sunlight,rats
359,2020-05-17,witch,87.0,swamp,arson,brute force,night,potions,359,witch,no,545.0,m,164.0,21.0,4.0,garlic,humans
8254,2022-09-24,ghost,26.0,village,nightly disturbance,,night,potions,8254,ghost,no,2248.0,f,157.0,36.0,10.0,sunlight,pesto pasta
4071,2021-08-27,werewolf,79.0,forest,vandalism,axe,night,fur,4071,werewolf,yes,58.0,m,150.0,84.0,9.0,silver,lasagna
8621,2021-08-10,zombie,11.0,village,kidnapping,axe,night,teeth,8621,zombie,yes,93.0,f,165.0,13.0,5.0,sunlight,brain
3688,2021-04-17,skeleton,9.0,swamp,nightly disturbance,knife,night,bones,3688,skeleton,yes,932.0,m,182.0,27.0,2.0,silver,brain
6808,2023-01-14,skeleton,57.0,castle,arson,pistol,dusk,bones,6808,skeleton,no,756.0,f,166.0,22.0,5.0,silver,brain
3332,2020-05-12,zombie,29.0,swamp,kidnapping,pistol,night,potions,3332,zombie,yes,49.0,f,176.0,21.0,5.0,garlic,brain
4169,2022-04-29,skeleton,51.0,castle,arson,knife,day,bones,4169,skeleton,yes,1311.0,f,163.0,23.0,10.0,hazelnut,humans
8121,2020-01-02,witch,48.0,village,arson,,dusk,blood,8121,witch,no,688.0,f,159.0,26.0,2.0,pumpkin,lasagna
4814,2021-09-15,vampire,4.0,castle,assault,knife,night,blood,4814,vampire,yes,496.0,f,175.0,41.0,4.0,silver,brain
480,2023-04-04,skeleton,14.0,swamp,nightly disturbance,pistol,night,cloak,480,skeleton,yes,2238.0,m,198.0,26.0,7.0,silver,humans
3800,2024-05-21,skeleton,69.0,castle,assault,knife,day,bones,3800,skeleton,yes,929.0,m,196.0,27.0,4.0,silver,humans
8704,2021-03-18,werewolf,59.0,mountain,vandalism,pistol,night,teeth,8704,werewolf,no,138.0,m,196.0,52.0,7.0,silver,rats
3603,2020-08-30,ghost,46.0,village,vandalism,pistol,night,cloak,3603,ghost,no,2241.0,f,187.0,43.0,4.0,sunlight,lasagna
2791,2021-11-07,werewolf,31.0,forest,assault,,day,teeth,2791,werewolf,no,51.0,m,163.0,34.0,1.0,silver,brain
877,2022-07-25,zombie,93.0,mountain,assault,knife,night,blood,877,zombie,no,1.0,f,185.0,16.0,1.0,cat hair,rats
9475,2020-07-13,zombie,79.0,swamp,kidnapping,knife,dawn,blood,9475,zombie,yes,113.0,m,164.0,10.0,4.0,cat hair,brain
8777,2022-11-22,witch,94.0,village,arson,knife,dusk,cloak,8777,witch,yes,280.0,f,179.0,23.0,2.0,pumpkin,brain
4093,2024-04-19,vampire,62.0,castle,assault,,night,blood,4093,vampire,yes,534.0,f,150.0,42.0,5.0,silver,rats
6192,2021-11-02,zombie,72.0,village,kidnapping,axe,night,potions,6192,zombie,no,94.0,m,161.0,12.0,5.0,sunlight,brain
3279,2021-06-13,zombie,12.0,mountain,kidnapping,axe,dusk,blood,3279,zombie,no,68.0,m,155.0,20.0,3.0,cat hair,brain
4889,2022-06-08,ghost,73.0,castle,vandalism,knife,night,cloak,4889,ghost,yes,1638.0,f,152.0,55.0,1.0,sunlight,rats
9422,2020-04-29,witch,47.0,mountain,arson,,day,cloak,9422,witch,yes,554.0,f,182.0,24.0,1.0,hazelnut,humans
5699,2024-09-15,werewolf,94.0,forest,vandalism,knife,dusk,fur,5699,werewolf,yes,212.0,f,182.0,58.0,3.0,garlic,lasagna
5840,2022-09-02,witch,19.0,village,arson,,dusk,cloak,5840,witch,yes,364.0,m,189.0,32.0,1.0,hazelnut,pesto pasta
8627,2024-02-13,zombie,47.0,village,assault,,dusk,bones,8627,zombie,yes,135.0,f,165.0,19.0,4.0,cat hair,lasagna
1087,2022-07-31,vampire,37.0,village,theft,brute force,night,cloak,1087,vampire,no,655.0,m,168.0,43.0,6.0,garlic,lasagna
2989,2021-06-06,witch,71.0,swamp,kidnapping,,night,fur,2989,witch,no,226.0,m,163.0,14.0,3.0,hazelnut,lasagna
6821,2022-02-21,vampire,42.0,castle,assault,knife,dusk,blood,6821,vampire,no,751.0,f,188.0,45.0,6.0,sunlight,pesto pasta
8745,2023-05-13,zombie,53.0,swamp,murder,brute force,night,bones,8745,zombie,no,127.0,m,185.0,12.0,9.0,sunlight,lasagna
7343,2021-06-06,werewolf,96.0,forest,vandalism,knife,night,blood,7343,werewolf,yes,85.0,m,181.0,76.0,9.0,sunlight,brain
4806,2024-03-16,ghost,61.0,village,vandalism,brute force,dusk,cloak,4806,ghost,no,2432.0,f,166.0,1.0,3.0,cat hair,brain
4909,2022-06-06,werewolf,94.0,swamp,vandalism,knife,night,blood,4909,werewolf,yes,109.0,f,169.0,60.0,3.0,silver,brain
7096,2022-09-13,vampire,5.0,village,assault,pistol,dusk,blood,7096,vampire,yes,419.0,f,181.0,46.0,4.0,garlic,humans
7722,2020-04-10,witch,95.0,swamp,kidnapping,pistol,day,cloak,7722,witch,no,472.0,f,180.0,20.0,4.0,hazelnut,brain
7232,2022-09-28,skeleton,21.0,mountain,nightly disturbance,knife,night,bones,7232,skeleton,no,1.0,m,158.0,30.0,7.0,cat hair,rats
74,2024-08-28,skeleton,43.0,castle,arson,knife,day,cloak,74,skeleton,yes,474.0,m,168.0,12.0,2.0,garlic,rats
4948,2020-02-29,ghost,31.0,village,arson,knife,night,cloak,4948,ghost,yes,499.0,m,167.0,52.0,1.0,sunlight,humans
4420,2023-09-10,skeleton,55.0,mountain,arson,pistol,day,bones,4420,skeleton,no,796.0,f,197.0,20.0,8.0,pumpkin,lasagna
6767,2021-07-08,vampire,44.0,mountain,assault,knife,night,cloak,6767,vampire,no,367.0,m,195.0,30.0,5.0,garlic,pesto pasta
9903,2024-02-03,vampire,61.0,castle,assault,pistol,night,blood,9903,vampire,yes,654.0,m,151.0,30.0,7.0,sunlight,pesto pasta
1113,2021-07-18,ghost,52.0,village,nightly disturbance,,night,cloak,1113,ghost,yes,774.0,m,167.0,23.0,10.0,pumpkin,rats
9634,2020-10-23,vampire,78.0,village,theft,pistol,night,blood,9634,vampire,no,327.0,f,160.0,55.0,6.0,silver,lasagna
7731,2022-11-26,ghost,34.0,castle,nightly disturbance,knife,night,cloak,7731,ghost,yes,1369.0,f,181.0,18.0,10.0,sunlight,humans
5288,2021-07-19,werewolf,27.0,village,vandalism,,dusk,teeth,5288,werewolf,yes,65.0,f,167.0,31.0,7.0,cat hair,rats
